transactionID,carrierID,customerID,amount,date
2162,1,584,12.2,2008-06-27 19:11:55
2163,3,214,13.37,2008-10-05 22:39:08
2164,2,287,19.51,2008-12-27 20:27:35
2165,3,507,6.16,2008-06-24 00:11:49
2166,2,285,17.23,2008-10-30 12:40:14
2167,2,841,15.04,2009-05-08 03:56:15
2168,1,167,18.52,2009-05-11 04:35:24
2169,2,672,8.03,2005-01-15 11:13:19
2170,2,875,17.27,2005-09-09 22:22:59
2171,2,501,19.75,2007-01-05 03:20:47
2172,3,52,10.88,2007-10-11 00:26:41
2173,1,859,18.53,2005-04-12 21:45:03
2174,1,515,10.71,2009-02-12 07:23:48
2175,2,469,17.17,2007-05-06 22:43:17
2176,3,668,15.28,2007-05-29 16:11:00
2177,2,904,15.54,2005-05-23 12:40:10
2178,2,653,11.4,2007-03-25 13:43:43
2179,2,568,18.83,2005-11-10 06:12:37
2180,1,948,10.85,2005-07-23 11:58:46
2181,3,263,10.08,2009-09-23 10:38:36
2182,1,720,11.29,2007-11-11 04:47:16
2183,2,906,12.78,2009-12-16 05:11:32
2184,3,306,7.43,2008-11-23 11:16:13
2185,3,759,14.9,2005-08-12 21:33:38
2186,2,644,9.8,2007-10-27 09:04:50
2187,2,507,18.21,2005-09-29 21:38:10
2188,3,523,6.81,2009-04-12 10:14:28
2189,2,88,18.79,2007-09-25 08:33:16
2190,2,439,6.05,2006-11-09 04:20:47
2191,1,414,12.52,2005-03-08 10:03:32
2192,3,145,11.21,2005-01-20 05:41:25
2193,2,764,5.39,2009-11-17 02:15:56
2194,1,845,5.89,2006-10-17 16:30:40
2195,3,168,7.07,2005-07-18 11:30:45
2196,3,652,11.84,2008-12-17 00:07:11
2197,3,464,12.28,2005-01-17 07:00:39
2198,1,109,7.93,2005-12-20 07:34:35
2199,3,862,12.59,2009-08-28 05:16:45
2200,1,499,10.25,2006-11-20 20:19:07
2201,1,52,15.33,2007-09-20 02:39:46
2202,1,326,9.57,2006-10-17 05:41:07
2203,2,940,9.49,2009-09-14 00:36:45
2204,3,62,7.56,2005-10-27 19:25:07
2205,1,127,12.43,2006-01-10 07:12:41
2206,2,299,8.09,2005-04-01 02:59:04
2207,1,643,14.89,2009-09-03 03:58:01
2208,3,484,11.52,2008-07-07 13:44:09
2209,2,196,18.24,2009-06-22 23:26:37
2210,2,832,13.54,2008-12-07 00:04:03
2211,2,902,7.9,2005-05-17 19:30:47
2212,3,910,18.57,2005-01-22 09:31:28
2213,3,842,19.71,2008-01-23 12:47:00
2214,1,437,16.81,2006-06-01 04:12:01
2215,1,776,19.47,2007-10-31 03:40:22
2216,1,16,9.55,2006-10-24 20:17:16
2217,3,697,15.12,2007-09-02 00:00:00
2218,1,616,17.02,2009-09-06 14:11:35
2219,3,678,6.96,2005-02-03 21:33:10
2220,1,317,10.91,2007-11-07 04:04:27
2221,2,514,11.07,2006-05-20 19:06:16
2222,2,162,14.24,2009-06-20 06:03:38
2223,1,12,17.17,2009-12-09 02:37:12
2224,2,61,12.19,2008-06-04 11:03:29
2225,3,304,9.24,2006-12-11 06:18:24
2226,3,927,13.52,2009-03-15 17:20:45
2227,3,822,12.11,2008-07-31 10:42:44
2228,1,666,8.99,2006-02-24 02:07:34
2229,2,238,14.67,2007-08-20 09:30:54
2230,3,694,11.84,2005-01-14 02:40:31
2231,1,128,9.13,2005-08-06 21:43:19
2232,2,158,11.1,2005-05-09 09:19:08
2233,2,396,8.55,2005-09-06 21:40:08
2234,3,646,19.05,2006-03-09 18:04:59
2235,3,426,15.39,2006-11-13 21:47:03
2236,2,852,10.85,2007-07-13 16:26:12
2237,3,363,18.72,2005-02-11 23:22:37
2238,1,770,13.69,2006-07-27 22:46:32
2239,1,489,19.09,2005-10-09 12:23:30
2240,2,981,16.57,2007-01-07 18:32:23
2241,3,224,18.63,2007-12-22 01:01:22
2242,1,242,15.55,2005-12-21 04:24:06
2243,2,831,7.69,2007-10-15 14:05:09
2244,1,381,6.38,2006-07-20 02:28:20
2245,1,781,7.08,2005-10-15 23:20:25
2246,3,109,10.46,2009-12-16 19:14:10
2247,1,847,13.64,2005-08-11 12:02:29
2248,3,149,17.05,2007-02-11 07:18:35
2249,1,749,6.64,2009-07-11 12:27:05
2250,1,206,18.17,2007-12-04 16:38:39
2251,3,707,10.25,2008-05-10 09:48:40
2252,3,69,13.87,2007-03-31 03:52:12
2253,2,912,18.1,2008-08-25 13:51:42
2254,2,681,10.43,2005-09-15 17:47:28
2255,2,308,8.22,2008-07-22 07:54:09
2256,1,685,12.23,2008-09-07 11:13:45
2257,2,693,11.69,2005-07-20 18:06:56
2258,1,254,8.7,2008-10-25 16:38:00
2259,1,195,9.69,2008-07-30 16:21:55
2260,2,577,17.14,2008-05-08 13:57:12
2261,1,205,11.82,2006-02-05 06:59:58
2262,1,837,12.17,2005-11-08 13:44:34
2263,3,148,18.14,2007-06-05 01:05:28
2264,2,197,7.41,2009-01-27 03:52:23
2265,1,40,16.93,2008-10-03 11:45:58
2266,3,97,11.67,2008-02-02 06:01:46
2267,2,736,13.11,2006-09-22 09:28:42
2268,3,767,6.58,2009-05-23 11:04:39
2269,3,188,11.29,2009-01-30 11:20:45
2270,1,298,6.22,2009-09-10 08:02:52
2271,3,372,18.51,2008-06-17 15:04:48
2272,1,880,18.72,2009-12-04 12:02:19
2273,3,876,6.87,2009-04-27 03:39:58
2274,1,937,19.37,2007-10-15 10:56:45
2275,2,877,10.54,2006-07-15 13:45:13
2276,3,599,17.24,2008-06-12 14:38:36
2277,2,801,16.5,2009-08-25 22:52:57
2278,1,653,15.27,2005-12-29 02:47:49
2279,3,188,6.66,2008-11-08 20:55:00
2280,3,653,13.56,2006-12-26 13:46:59
2281,3,373,7.38,2006-10-29 09:47:04
2282,2,628,13.96,2006-09-05 12:44:56
2283,3,716,10.28,2007-11-10 23:51:05
2284,3,848,19.33,2005-11-24 08:36:10
2285,1,723,17.82,2009-08-16 17:02:31
2286,1,388,16.13,2006-12-31 17:33:41
2287,3,378,19.2,2009-03-27 13:41:58
2288,2,32,16.93,2005-09-15 13:44:57
2289,1,580,12.15,2009-06-25 01:40:30
2290,3,888,12.72,2005-12-17 09:05:08
2291,3,876,5.2,2005-07-31 18:09:01
2292,1,988,9.17,2007-11-26 08:05:06
2293,1,190,5.08,2006-05-10 20:31:19
2294,2,167,16.32,2009-01-14 21:24:32
2295,3,733,5.59,2005-09-06 11:36:25
2296,3,118,16.25,2006-05-15 10:14:40
2297,1,745,6.11,2005-12-10 18:36:25
2298,2,181,5.86,2008-06-23 07:23:55
2299,3,650,7.92,2009-12-17 04:58:09
2300,1,146,12.09,2006-08-24 00:59:08
2301,3,353,18.17,2006-04-08 21:00:29
2302,2,489,16.64,2007-10-27 01:02:48
2303,2,742,9.24,2006-01-21 17:55:01
2304,3,601,12.81,2009-10-29 16:17:30
2305,1,224,6.26,2008-12-13 01:47:56
2306,3,634,10.97,2006-10-08 00:58:53
2307,2,50,16.8,2005-09-07 20:05:47
2308,2,607,10.25,2008-04-21 15:17:15
2309,2,521,7.61,2006-01-13 04:39:00
2310,3,546,5.69,2005-02-17 04:24:19
2311,1,25,18.71,2009-06-22 20:51:27
2312,2,715,19.93,2008-05-05 22:08:07
2313,3,556,9.87,2008-01-30 18:32:11
2314,2,926,17.6,2009-03-29 02:56:56
2315,1,585,8.63,2006-08-24 08:08:41
2316,1,194,6.77,2009-06-03 19:18:04
2317,1,178,8.62,2008-01-27 23:49:45
2318,2,645,7.53,2005-04-10 10:47:11
2319,2,838,12.92,2005-06-16 17:31:13
2320,1,618,14.32,2009-02-09 08:50:27
2321,1,229,19.24,2009-03-29 22:34:18
2322,1,169,11.95,2009-06-07 22:36:19
2323,3,238,11.79,2007-02-10 19:11:33
2324,3,54,8.0,2007-12-23 18:06:00
2325,3,47,18.73,2006-03-30 20:37:17
2326,3,862,13.11,2007-06-08 16:33:42
2327,3,182,19.74,2009-09-12 23:50:52
2328,2,904,15.81,2007-12-08 00:29:32
2329,3,934,8.09,2007-11-23 01:17:08
2330,2,292,18.52,2007-06-08 08:27:54
2331,1,334,8.21,2008-05-16 21:59:58
2332,2,588,14.74,2008-07-18 15:54:53
2333,1,604,18.01,2009-05-27 18:37:59
2334,3,496,8.99,2009-10-02 19:09:16
2335,1,617,11.34,2008-04-28 17:39:09
2336,1,314,6.7,2006-04-11 21:25:11
2337,2,152,14.58,2006-05-17 05:44:17
2338,1,494,13.1,2007-02-05 08:14:15
2339,3,214,16.33,2009-05-18 14:57:41
2340,1,170,12.94,2006-03-09 01:14:59
2341,2,917,17.1,2006-08-23 16:30:52
2342,3,397,13.64,2005-12-27 23:40:26
2343,2,570,9.48,2008-06-04 17:09:47
2344,3,902,6.26,2005-05-12 17:36:58
2345,3,893,16.41,2006-08-12 06:22:58
2346,3,906,6.02,2008-06-29 03:30:07
2347,3,32,14.28,2009-02-10 10:41:07
2348,1,397,14.85,2007-02-03 02:20:30
2349,1,634,11.24,2007-12-22 05:01:54
2350,1,106,18.37,2005-06-14 22:21:20
2351,2,324,11.95,2006-02-17 13:57:39
2352,1,337,17.82,2007-05-14 02:50:54
2353,1,981,8.34,2005-05-04 00:30:06
2354,1,423,7.87,2005-03-26 06:12:48
2355,1,754,12.2,2005-05-28 13:06:27
2356,3,238,6.37,2008-04-08 18:03:27
2357,1,564,5.18,2008-02-10 13:58:50
2358,1,644,11.03,2009-07-13 11:04:34
2359,1,937,14.26,2005-06-12 20:21:57
2360,1,295,11.1,2007-03-14 01:41:17
2361,2,293,8.11,2009-10-20 01:10:08
2362,3,799,8.73,2008-08-19 13:07:12
2363,2,909,10.21,2008-10-22 16:57:25
2364,2,28,9.8,2006-01-04 05:26:40
2365,2,219,9.13,2005-03-13 20:53:28
2366,1,934,17.68,2007-05-02 12:12:29
2367,2,479,12.9,2006-12-18 16:37:58
2368,1,905,16.56,2008-01-02 04:36:03
2369,3,202,18.4,2005-09-02 02:33:15
2370,3,163,19.9,2006-05-28 06:30:13
2371,3,103,14.21,2005-04-05 07:11:27
2372,3,633,16.77,2009-05-02 20:39:57
2373,1,469,11.27,2005-08-28 04:22:12
2374,1,80,18.11,2006-01-29 20:00:37
2375,1,518,17.17,2006-08-16 11:40:24
2376,3,341,5.99,2009-08-18 13:56:28
2377,1,894,10.99,2007-04-18 17:19:59
2378,3,87,17.06,2005-12-16 05:59:51
2379,3,288,15.26,2008-12-06 15:30:40
2380,1,636,16.44,2009-02-02 12:55:51
2381,1,802,7.99,2009-01-15 08:08:58
2382,3,514,6.66,2008-09-15 15:10:10
2383,2,106,10.39,2009-11-04 23:58:26
2384,2,423,13.45,2009-12-31 14:49:50
2385,1,327,12.89,2009-02-24 04:40:51
2386,1,33,6.33,2009-04-23 09:40:50
2387,3,904,11.71,2008-06-01 16:00:01
2388,2,223,15.71,2009-11-09 13:04:07
2389,1,680,11.87,2007-12-16 09:55:46
2390,3,368,7.61,2008-10-13 23:15:17
2391,1,863,19.5,2007-09-13 18:43:57
2392,1,143,16.03,2005-09-17 07:43:52
2393,2,177,9.73,2007-06-25 08:26:31
2394,1,696,15.85,2007-11-24 12:33:28
2395,1,137,10.18,2007-12-06 07:06:58
2396,2,412,8.31,2005-04-12 17:17:48
2397,2,189,17.2,2009-12-20 13:59:09
2398,2,732,7.84,2005-01-02 07:03:16
2399,2,561,19.51,2006-08-17 17:30:00
2400,3,496,11.34,2006-04-11 10:52:00
2401,1,710,8.5,2006-11-15 05:25:05
2402,2,180,10.78,2006-07-12 15:37:28
2403,2,377,15.1,2008-04-21 06:46:42
2404,3,543,6.91,2005-06-16 09:12:15
2405,3,420,15.46,2007-12-14 18:45:18
2406,2,870,7.14,2009-07-29 15:11:31
2407,3,581,12.23,2008-10-23 18:57:23
2408,3,499,5.63,2009-06-28 05:55:34
2409,1,929,12.16,2007-07-30 10:37:13
2410,2,986,10.4,2008-04-17 05:08:24
2411,3,819,16.95,2006-12-31 00:24:01
2412,1,891,7.53,2008-04-11 12:10:53
2413,1,445,18.81,2009-09-19 17:47:35
2414,3,920,15.95,2007-11-23 10:47:06
2415,1,866,16.2,2009-06-03 18:19:09
2416,3,394,15.88,2007-05-21 22:49:54
2417,3,640,9.38,2005-02-09 20:14:22
2418,2,659,15.5,2006-08-23 15:52:47
2419,1,251,12.56,2006-09-09 02:37:37
2420,2,651,13.17,2007-01-07 18:59:07
2421,1,773,13.48,2006-10-07 06:05:21
2422,3,692,16.88,2009-01-09 07:48:40
2423,3,382,6.61,2008-10-08 09:17:47
2424,3,622,14.52,2009-10-02 07:27:42
2425,1,538,16.97,2006-10-05 11:50:03
2426,3,925,10.73,2005-03-25 00:19:15
2427,2,177,7.59,2006-07-02 07:53:43
2428,1,974,8.05,2006-09-09 23:02:33
2429,1,736,8.56,2007-03-16 10:15:42
2430,1,620,18.46,2006-11-25 09:23:51
2431,1,947,13.85,2006-05-14 03:13:09
2432,3,540,17.9,2007-09-22 09:20:09
2433,1,70,13.27,2007-07-25 08:23:48
2434,3,682,17.27,2005-04-04 09:33:06
2435,1,356,10.3,2009-06-29 05:13:24
2436,2,275,13.6,2009-03-17 02:10:11
2437,2,556,14.28,2006-03-31 04:39:20
2438,2,112,12.93,2008-08-05 18:39:13
2439,2,36,16.52,2007-12-22 21:45:59
2440,1,732,6.32,2006-02-14 11:20:26
2441,3,202,19.61,2008-09-18 12:12:41
2442,1,981,14.93,2007-10-26 11:56:40
2443,2,359,5.12,2009-08-23 15:04:45
2444,3,162,14.96,2006-05-12 17:48:20
2445,1,565,11.89,2007-01-09 00:26:08
2446,2,59,11.37,2009-12-01 03:52:36
2447,2,145,7.1,2007-11-28 14:12:53
2448,3,839,12.17,2006-01-06 05:07:01
2449,3,870,13.96,2008-07-02 08:19:16
2450,1,386,18.2,2005-10-11 10:56:19
2451,1,257,17.67,2008-08-15 07:14:26
2452,2,975,17.01,2006-02-03 04:48:33
2453,1,879,8.26,2008-09-29 01:06:20
2454,3,557,12.62,2009-04-01 00:34:42
2455,1,800,19.58,2007-08-30 17:35:56
2456,1,235,14.96,2008-03-04 07:42:00
2457,3,289,16.44,2006-03-11 16:54:51
2458,2,923,6.61,2007-10-07 01:28:50
2459,3,735,8.64,2008-08-21 22:13:03
2460,3,1,18.17,2006-10-01 14:40:10
2461,2,688,7.07,2006-06-22 09:27:54
2462,2,881,19.53,2009-05-14 16:37:00
2463,1,2,15.61,2005-11-21 06:59:43
2464,2,594,7.46,2008-03-17 01:41:21
2465,2,39,7.64,2005-09-01 15:33:40
2466,1,691,18.76,2007-06-27 16:20:03
2467,3,342,12.51,2005-09-13 01:56:48
2468,3,575,19.2,2007-08-21 01:01:22
2469,2,874,6.43,2009-04-30 17:04:55
2470,1,744,6.81,2009-09-08 14:21:31
2471,1,711,18.84,2007-03-27 07:40:48
2472,1,268,18.07,2009-12-04 14:24:48
2473,2,361,16.52,2007-03-18 17:42:09
2474,2,145,11.87,2008-12-21 00:26:25
2475,1,736,10.39,2005-07-12 08:14:39
2476,3,998,6.95,2005-08-15 02:33:20
2477,1,825,17.4,2008-07-24 12:34:30
2478,1,606,15.47,2007-10-28 01:55:02
2479,3,215,16.5,2006-11-08 22:23:09
2480,3,706,16.04,2005-03-27 02:04:02
2481,3,946,14.2,2006-11-14 08:33:03
2482,2,237,8.88,2009-07-29 00:42:51
2483,1,830,16.19,2009-08-10 08:30:36
2484,2,328,15.85,2007-06-01 16:23:00
2485,1,683,15.9,2008-07-10 00:03:56
2486,2,937,6.11,2005-08-26 04:37:55
2487,2,260,12.42,2006-03-29 13:14:29
2488,3,681,13.37,2006-02-22 14:11:01
2489,3,909,13.7,2005-09-22 18:13:52
2490,1,681,13.93,2005-12-26 05:34:21
2491,3,839,12.7,2008-02-26 01:21:28
2492,2,380,6.14,2009-05-02 08:19:06
2493,3,508,9.1,2007-04-20 18:23:26
2494,1,527,14.99,2005-09-04 20:47:14
2495,3,750,9.25,2005-12-02 18:50:14
2496,3,982,10.98,2006-02-01 02:55:46
2497,1,946,9.47,2009-10-26 06:24:48
2498,3,254,12.52,2008-08-07 11:22:44
2499,3,969,13.77,2008-01-16 14:59:20
2500,1,412,19.57,2009-05-13 06:03:55
2501,2,408,8.89,2008-03-02 19:55:59
2502,2,813,6.66,2009-01-31 16:03:30
2503,2,655,19.44,2009-03-20 12:23:14
2504,2,355,14.36,2009-07-16 17:12:04
2505,3,839,6.81,2007-07-24 21:12:56
2506,3,630,9.37,2007-06-04 04:15:58
2507,2,249,10.96,2009-03-09 13:26:00
2508,3,260,16.39,2009-02-20 01:23:24
2509,3,364,19.62,2008-07-09 06:04:18
2510,1,67,19.78,2009-12-08 06:25:34
2511,3,71,14.05,2008-01-01 10:02:07
2512,2,385,13.37,2009-03-08 10:32:54
2513,3,966,19.04,2008-04-25 19:01:08
2514,1,925,17.32,2006-10-22 09:06:58
2515,3,16,5.91,2005-12-04 08:18:49
2516,2,108,14.28,2009-07-24 13:31:56
2517,3,992,8.25,2009-12-10 08:01:49
2518,1,430,15.68,2005-04-04 15:55:05
2519,2,4,17.6,2006-04-10 00:24:21
2520,3,793,5.67,2005-04-16 21:32:47
2521,1,657,19.61,2008-02-09 11:20:03
2522,3,307,16.77,2007-05-13 13:55:21
2523,1,909,14.98,2006-01-05 14:46:28
2524,1,20,15.28,2009-09-13 10:20:58
2525,1,108,15.07,2006-05-20 07:45:57
2526,1,16,14.22,2006-06-02 21:16:06
2527,3,993,5.07,2005-09-04 02:16:33
2528,1,485,11.91,2009-12-02 07:49:35
2529,2,205,16.67,2008-06-06 02:01:58
2530,1,281,19.64,2009-07-14 05:42:05
2531,1,21,10.8,2007-08-31 09:47:44
2532,2,698,5.55,2005-07-05 18:13:05
2533,3,606,14.45,2006-01-16 02:45:55
2534,3,428,19.62,2009-03-26 04:37:57
2535,3,923,11.88,2006-02-19 08:02:23
2536,3,742,19.51,2009-02-09 06:24:40
2537,2,462,7.38,2009-10-31 03:47:30
2538,3,671,15.82,2006-09-24 18:12:15
2539,2,548,9.01,2008-05-25 18:10:36
2540,2,267,16.3,2009-01-08 19:08:56
2541,2,743,11.33,2005-01-26 18:17:38
2542,3,171,7.39,2008-02-01 14:38:44
2543,1,240,17.59,2009-11-02 00:12:58
2544,1,148,7.48,2009-04-20 21:18:19
2545,2,923,5.12,2006-09-19 21:27:36
2546,2,835,7.15,2005-05-25 05:36:22
2547,1,777,5.3,2007-05-30 08:01:23
2548,3,679,5.47,2005-10-07 06:27:56
2549,2,266,5.08,2006-10-15 00:35:11
2550,2,550,8.09,2009-11-23 07:11:49
2551,3,76,13.97,2009-08-05 23:13:57
2552,1,580,5.59,2009-09-08 19:26:08
2553,2,620,17.34,2008-01-27 15:43:02
2554,3,288,12.63,2007-08-01 13:24:38
2555,1,145,9.97,2008-07-24 05:36:00
2556,2,726,14.42,2005-02-22 21:55:14
2557,1,364,18.69,2008-10-20 19:28:38
2558,3,281,12.49,2006-12-01 22:29:02
2559,1,548,19.21,2009-09-18 04:35:22
2560,1,173,16.49,2005-02-08 13:18:31
2561,3,515,6.81,2009-04-27 10:02:13
2562,1,269,14.36,2007-11-20 18:49:20
2563,1,188,17.94,2006-12-25 10:48:17
2564,3,564,18.74,2008-02-16 23:20:07
2565,1,530,15.53,2007-02-20 00:08:20
2566,2,762,19.5,2008-10-04 05:22:58
2567,1,762,7.3,2007-05-22 08:46:53
2568,3,370,17.06,2005-06-08 00:13:13
2569,3,581,10.83,2009-03-21 14:09:08
2570,1,1,17.02,2009-04-29 00:11:41
2571,3,251,15.75,2009-10-25 07:48:40
2572,3,329,8.99,2006-02-04 00:43:02
2573,2,308,16.0,2006-03-16 19:28:09
2574,1,746,11.43,2006-10-26 02:49:58
2575,2,46,18.45,2005-08-17 11:48:36
2576,3,155,14.3,2009-09-03 03:36:34
2577,3,674,7.94,2007-07-27 04:53:55
2578,2,128,9.39,2006-03-18 13:57:51
2579,3,571,16.66,2005-08-24 15:22:02
2580,1,340,17.85,2005-05-09 05:14:35
2581,3,416,15.02,2005-04-04 21:58:13
2582,3,846,10.75,2005-04-01 19:02:46
2583,2,24,5.73,2009-07-14 09:25:17
2584,1,111,14.8,2005-09-12 13:24:43
2585,2,844,13.12,2006-03-08 08:29:36
2586,2,905,6.79,2008-05-07 02:22:25
2587,2,256,19.87,2009-08-23 15:42:28
2588,2,746,7.68,2006-03-28 23:04:30
2589,2,889,14.82,2007-11-10 11:32:55
2590,1,335,5.09,2009-07-05 11:09:40
2591,3,620,10.72,2009-08-29 15:37:30
2592,2,144,7.78,2009-03-22 15:56:00
2593,3,212,12.09,2006-09-15 21:11:11
2594,2,999,19.26,2007-05-27 08:00:14
2595,2,548,19.34,2009-09-04 06:48:52
2596,2,774,11.62,2006-05-26 13:38:18
2597,2,637,17.7,2007-07-23 04:25:57
2598,1,361,14.17,2008-12-01 17:23:07
2599,1,582,15.92,2008-04-05 04:05:08
2600,3,87,15.26,2005-03-26 02:20:32
2601,1,639,15.47,2008-05-31 00:52:50
2602,1,230,19.44,2006-08-12 09:02:08
2603,2,284,12.01,2009-01-28 13:53:16
2604,3,785,8.48,2006-04-14 11:46:00
2605,2,872,15.99,2005-04-13 05:34:55
2606,1,510,6.46,2009-07-18 08:07:01
2607,2,936,11.55,2009-08-10 03:00:00
2608,1,616,13.28,2006-10-25 23:18:42
2609,2,61,19.57,2007-02-27 22:04:49
2610,2,397,8.5,2009-09-08 02:38:32
2611,1,905,10.25,2005-06-24 19:21:40
2612,1,640,17.11,2008-05-09 05:41:19
2613,3,210,10.68,2005-07-29 06:42:57
2614,1,683,14.61,2009-11-27 19:02:46
2615,3,113,16.65,2006-12-04 06:42:13
2616,1,548,15.65,2008-11-10 23:27:11
2617,1,128,9.88,2008-11-30 06:53:36
2618,3,282,14.29,2006-12-16 14:08:56
2619,1,660,9.9,2008-12-31 22:24:41
2620,2,136,19.26,2009-01-20 08:52:56
2621,2,135,18.19,2007-05-30 18:59:07
2622,1,363,19.47,2005-06-09 19:19:15
2623,1,251,8.2,2008-02-26 08:46:39
2624,2,963,15.11,2009-12-12 06:46:06
2625,3,419,9.79,2006-06-01 06:38:22
2626,3,705,18.33,2005-03-23 04:01:02
2627,3,941,6.47,2009-12-09 12:15:43
2628,3,28,16.19,2009-08-02 21:38:14
2629,1,583,11.34,2005-02-24 07:20:56
2630,2,552,5.52,2006-06-27 11:36:29
2631,3,867,19.04,2008-12-13 05:11:39
2632,2,345,5.55,2005-08-24 22:39:17
2633,1,45,9.85,2007-10-09 21:47:58
2634,3,424,12.61,2006-11-16 00:00:02
2635,3,19,6.41,2007-05-11 01:29:23
2636,1,260,17.21,2006-04-23 02:54:28
2637,1,586,14.41,2005-08-31 14:33:06
2638,2,552,11.05,2009-01-25 12:28:35
2639,3,659,6.42,2009-12-06 02:49:43
2640,3,275,17.58,2008-07-20 12:23:06
2641,3,198,8.58,2009-05-13 10:17:42
2642,3,405,17.11,2009-03-07 19:56:23
2643,2,817,7.58,2008-08-13 20:35:42
2644,2,501,19.73,2007-02-07 11:18:04
2645,2,230,12.49,2006-01-25 06:34:29
2646,1,478,7.58,2007-02-21 20:27:08
2647,1,262,6.65,2007-02-13 13:48:45
2648,1,937,18.48,2005-02-12 21:29:24
2649,1,927,8.41,2005-07-09 08:19:05
2650,2,546,12.51,2008-06-28 04:52:45
2651,3,482,15.22,2008-04-21 08:48:56
2652,3,485,15.99,2006-11-01 22:40:50
2653,2,22,11.99,2008-09-03 01:35:36
2654,3,723,8.66,2008-09-14 12:40:46
2655,1,568,9.85,2005-03-12 11:16:05
2656,3,478,16.7,2009-11-11 01:19:52
2657,1,669,11.24,2007-09-26 05:10:34
2658,1,308,10.55,2005-08-14 20:07:47
2659,1,339,10.47,2006-11-06 07:00:05
2660,1,77,5.39,2008-09-14 16:58:02
2661,2,335,17.59,2007-04-30 18:25:01
2662,1,334,16.6,2005-11-28 08:05:16
2663,1,584,18.62,2009-02-23 20:50:36
2664,3,593,19.55,2005-07-01 07:58:26
2665,2,695,16.81,2009-07-03 16:37:01
2666,1,589,13.38,2006-10-08 03:41:44
2667,3,174,18.52,2005-11-22 09:25:46
2668,3,384,17.53,2006-02-01 05:51:45
2669,1,953,10.82,2009-05-26 06:35:33
2670,2,529,18.61,2007-04-10 14:17:49
2671,3,637,16.71,2008-07-16 12:18:58
2672,1,82,16.92,2009-02-14 05:51:11
2673,3,357,5.41,2005-12-02 12:17:03
2674,2,719,10.27,2005-02-15 04:18:33
2675,1,99,6.83,2007-06-02 11:41:09
2676,2,84,11.62,2009-04-20 11:14:47
2677,1,655,19.52,2009-11-06 20:41:06
2678,1,245,18.68,2007-04-13 02:33:53
2679,1,254,19.86,2005-08-07 23:07:47
2680,2,127,9.72,2009-04-07 15:37:30
2681,1,963,18.85,2008-11-04 08:53:04
2682,2,404,6.86,2008-09-14 11:49:15
2683,1,105,8.6,2008-01-11 19:14:39
2684,3,996,13.53,2009-07-11 00:28:46
2685,1,292,17.27,2006-12-05 14:52:49
2686,3,650,8.25,2009-11-16 19:01:03
2687,2,888,17.26,2005-04-27 10:14:00
2688,1,400,13.89,2009-08-03 19:41:39
2689,3,829,10.97,2008-11-04 14:38:23
2690,3,462,10.97,2006-08-29 02:24:29
2691,1,956,18.51,2006-04-08 13:14:23
2692,1,733,5.37,2008-12-11 09:01:14
2693,3,206,9.94,2005-08-17 05:56:11
2694,2,539,15.81,2005-09-25 05:32:48
2695,2,96,10.06,2008-11-15 20:12:48
2696,1,566,18.43,2009-10-18 10:54:24
2697,1,169,18.11,2007-03-26 17:32:13
2698,1,379,19.78,2005-04-21 04:42:24
2699,3,243,18.29,2006-08-20 11:20:41
2700,1,523,12.7,2008-12-23 03:55:49
2701,2,935,15.0,2008-03-31 23:20:44
2702,2,611,14.82,2007-04-20 08:37:40
2703,3,591,18.27,2006-02-14 22:02:26
2704,1,54,17.75,2007-02-19 15:22:55
2705,2,264,10.21,2005-09-12 22:38:52
2706,3,738,8.04,2007-03-07 13:59:33
2707,2,829,12.48,2007-10-15 19:41:26
2708,1,201,9.45,2008-07-23 20:50:11
2709,2,935,7.67,2006-06-03 13:05:04
2710,3,541,9.07,2005-06-02 10:48:54
2711,3,972,19.66,2008-06-22 04:38:09
2712,3,402,14.98,2007-07-14 17:21:31
2713,2,441,6.56,2005-02-08 06:16:11
2714,1,974,16.74,2006-05-20 09:53:10
2715,1,369,6.98,2006-01-20 02:51:12
2716,2,124,13.52,2006-04-12 13:20:02
2717,1,183,18.13,2009-10-11 05:28:28
2718,1,697,11.4,2007-07-26 18:09:20
2719,3,964,17.62,2005-06-13 03:28:52
2720,3,980,13.34,2005-09-14 17:16:00
2721,3,550,17.17,2005-10-31 02:59:36
2722,1,922,16.9,2005-02-28 03:25:32
2723,3,342,19.78,2009-05-30 09:32:56
2724,2,576,7.01,2005-01-09 15:40:39
2725,2,411,9.13,2009-08-08 06:02:09
2726,3,351,16.59,2006-02-07 03:35:04
2727,2,688,19.8,2005-03-07 12:30:55
2728,2,533,10.45,2005-09-12 22:50:41
2729,2,880,14.35,2005-09-13 00:31:46
2730,1,119,7.35,2008-08-02 13:37:24
2731,2,64,15.06,2008-05-05 00:01:46
2732,3,899,11.43,2006-04-07 12:22:41
2733,3,363,13.23,2007-08-05 13:02:06
2734,3,184,18.86,2009-01-28 22:49:54
2735,2,996,13.95,2009-09-08 14:30:26
2736,2,957,16.58,2009-10-15 10:24:49
2737,1,829,11.49,2007-01-16 13:03:47
2738,3,412,15.33,2009-03-22 00:26:08
2739,2,244,10.28,2005-08-29 15:44:54
2740,1,899,9.58,2008-11-19 18:29:16
2741,2,612,12.78,2006-02-07 03:04:02
2742,2,732,16.31,2008-01-29 21:48:41
2743,2,505,5.96,2009-01-26 12:52:02
